,id,carat,cut,color,clarity,depth,table,x,y,z,price
3744,3744,1.16,Premium,E,VVS2,61.6,58.0,6.74,6.73,4.15,10663
2026,2026,0.32,Ideal,D,VS2,62.8,55.0,4.33,4.37,2.73,758
6988,6988,0.55,Ideal,D,VVS2,61.8,56.0,5.25,5.29,3.26,1928
4234,4234,0.59,Ideal,H,VS1,62.0,55.0,5.38,5.42,3.34,1781
1917,1917,0.31,Ideal,H,SI1,62.1,55.0,4.34,4.37,2.71,521
1828,1828,1.05,Ideal,G,VVS2,59.6,57.0,6.68,6.66,3.97,8104
6233,6233,1.51,Premium,F,SI2,60.6,60.0,7.41,7.39,4.49,9659
9333,9333,0.71,Very Good,G,SI1,63.1,58.0,5.7,5.72,3.6,2487
6283,6283,1.52,Premium,H,VVS2,62.4,59.0,7.34,7.3,4.57,11717
4208,4208,0.51,Ideal,F,SI1,62.7,55.0,5.13,5.09,3.2,1273
224,224,1.74,Ideal,G,SI1,62.4,57.0,7.74,7.78,4.85,16587
8915,8915,0.51,Ideal,D,VS2,62.6,56.0,5.06,5.1,3.19,1838
6469,6469,1.23,Premium,H,VS2,62.6,57.0,6.81,6.76,4.27,7526
9414,9414,1.14,Ideal,G,SI1,62.1,57.0,6.64,6.7,4.15,6156
846,846,0.71,Ideal,H,VVS2,61.8,55.0,5.73,5.76,3.55,2981
4289,4289,1.56,Ideal,I,VS1,61.6,57.0,7.46,7.41,4.58,9896
5560,5560,0.33,Premium,G,IF,61.1,58.0,4.4,4.44,2.7,984
2551,2551,1.2,Ideal,H,SI1,60.5,57.0,6.94,6.9,4.17,6012
117,117,1.21,Premium,H,SI1,61.9,58.0,6.84,6.8,4.21,6319
8837,8837,0.78,Good,H,VS2,63.9,58.0,5.8,5.84,3.71,3178
5966,5966,0.42,Ideal,H,VVS2,62.5,57.0,4.78,4.75,2.98,1088
8195,8195,0.81,Very Good,E,SI1,63.2,55.0,5.97,5.93,3.75,2352
8659,8659,0.92,Ideal,D,SI1,61.3,56.0,6.22,6.26,3.82,4381
7489,7489,1.06,Ideal,E,VVS2,61.4,56.0,6.53,6.59,4.03,10588
5,5,1.51,Very Good,J,SI1,62.8,58.0,7.34,7.29,4.59,7506
5342,5342,0.31,Premium,D,SI1,61.6,58.0,4.4,4.36,2.7,732
9111,9111,2.01,Very Good,I,VS2,60.9,57.0,8.07,8.11,4.94,14853
4324,4324,1.0,Premium,E,SI1,61.3,60.0,6.41,6.35,3.92,4812
1063,1063,2.03,Ideal,D,SI2,61.3,55.0,8.12,8.16,4.99,13462
2590,2590,0.32,Ideal,G,VS1,62.3,55.0,4.36,4.4,2.73,828
8434,8434,0.71,Ideal,F,SI1,61.4,55.0,5.7,5.75,3.52,2441
3735,3735,1.22,Premium,H,SI1,61.2,58.0,6.91,6.87,4.22,5868
3517,3517,0.5,Premium,E,VS2,60.5,60.0,5.08,5.03,3.06,1073
6986,6986,0.41,Very Good,D,SI1,61.9,59.0,4.67,4.72,2.91,827
6767,6767,0.34,Ideal,D,SI1,61.5,57.0,4.5,4.54,2.78,705
5622,5622,2.24,Premium,J,SI1,61.3,58.0,8.44,8.29,5.15,13853
1605,1605,0.3,Good,I,VVS1,63.5,55.0,4.24,4.27,2.7,552
1733,1733,0.56,Very Good,F,SI1,62.8,57.0,5.21,5.17,3.26,1291
9342,9342,1.52,Premium,E,SI2,62.5,58.0,7.31,7.33,4.59,9572
3812,3812,0.71,Ideal,F,VVS2,61.2,56.0,5.75,5.77,3.52,2961
9625,9625,0.3,Very Good,G,VVS2,62.0,58.0,4.27,4.31,2.66,566
1761,1761,0.7,Good,F,VS2,62.8,57.0,5.61,5.66,3.54,3253
5401,5401,0.32,Ideal,F,VVS1,61.5,56.0,4.38,4.41,2.7,926
2739,2739,1.5,Ideal,I,VS1,62.7,55.0,7.29,7.31,4.58,9526
2472,2472,0.45,Very Good,F,VVS2,61.4,57.0,4.9,4.96,3.03,1263
6738,6738,0.52,Ideal,D,VS2,61.8,55.0,5.13,5.16,3.18,1802
6891,6891,0.34,Premium,F,SI2,62.4,58.0,4.46,4.48,2.79,450
7943,7943,1.05,Premium,H,VS2,60.3,60.0,6.57,6.55,3.95,5645
4206,4206,1.34,Premium,J,SI2,62.5,58.0,7.04,7.01,4.39,4790
6371,6371,1.16,Ideal,G,VVS2,61.4,56.0,6.77,6.81,4.17,9014
232,232,1.09,Premium,E,SI2,62.2,58.0,6.53,6.56,4.07,4451
8258,8258,0.42,Ideal,I,VVS1,61.7,54.0,4.82,4.85,2.98,862
7561,7561,0.33,Premium,G,VS1,60.9,59.0,4.43,4.41,2.69,666
6168,6168,1.51,Premium,D,VS2,62.7,58.0,7.24,7.29,4.55,15531
3596,3596,0.53,Very Good,J,VS2,63.3,58.0,5.08,5.13,3.24,1090
6288,6288,1.64,Ideal,H,SI1,60.6,57.0,7.59,7.63,4.63,11176
4632,4632,1.0,Premium,F,SI2,60.9,60.0,6.49,6.44,3.95,3914
125,125,1.54,Very Good,G,VS1,63.1,57.0,7.36,7.3,4.63,14344
7641,7641,0.9,Premium,I,SI1,61.3,62.0,6.13,6.1,3.77,3181
6229,6229,0.41,Ideal,G,VS1,61.5,54.0,4.78,4.84,2.96,827
1296,1296,1.05,Premium,E,SI2,62.1,58.0,6.52,6.47,4.04,4444
1976,1976,1.11,Premium,E,VS2,60.9,57.0,6.7,6.65,4.07,6956
9481,9481,0.42,Ideal,G,VS1,62.3,56.0,4.77,4.8,2.98,982
9436,9436,0.33,Ideal,I,VVS2,60.4,56.0,4.47,4.49,2.71,579
5750,5750,1.34,Premium,D,SI2,61.5,57.0,7.05,7.02,4.32,6505
8152,8152,1.01,Very Good,I,SI1,64.2,54.0,6.4,6.34,4.08,4749
3086,3086,0.36,Ideal,I,VS1,61.5,56.0,4.58,4.65,2.84,568
9277,9277,1.5,Very Good,H,VS2,61.8,58.0,7.24,7.21,4.47,10285
6882,6882,0.31,Very Good,F,VS2,63.0,59.0,4.26,4.29,2.7,625
9306,9306,1.32,Ideal,F,SI2,62.6,56.0,6.99,7.04,4.38,7495
7673,7673,0.51,Premium,G,VS1,61.7,59.0,5.06,5.09,3.14,1656
3345,3345,1.2,Very Good,H,SI2,63.3,56.0,6.77,6.69,4.26,4872
8172,8172,0.71,Ideal,H,VVS1,62.1,57.0,5.73,5.69,3.55,2827
9422,9422,1.13,Good,F,VS2,58.8,58.0,6.74,6.78,3.97,6925
5870,5870,2.01,Fair,I,SI1,64.9,57.0,7.91,7.88,5.14,13367
6506,6506,0.4,Good,D,VVS2,63.7,57.0,4.65,4.68,2.99,1286
2797,2797,0.9,Very Good,I,VS1,63.0,58.0,6.11,6.15,3.86,3398
918,918,0.4,Ideal,E,VS1,61.8,56.0,4.71,4.74,2.93,1004
1646,1646,0.3,Ideal,G,VVS1,62.4,55.0,4.26,4.3,2.67,764
5122,5122,1.11,Premium,F,SI1,60.4,58.0,6.7,6.65,4.04,5121
5126,5126,0.59,Ideal,E,VS2,60.9,57.0,5.44,5.5,3.32,1793
4621,4621,0.76,Ideal,E,SI2,61.3,54.0,5.88,5.92,3.62,3519
6809,6809,0.32,Ideal,H,SI1,62.0,55.0,4.37,4.41,2.72,491
364,364,0.33,Ideal,I,VVS2,61.9,56.0,4.42,4.39,2.72,743
2125,2125,1.01,Premium,E,SI2,62.9,61.0,6.39,6.32,3.99,3564
8150,8150,1.08,Ideal,H,VS1,62.1,57.0,6.61,6.64,4.11,5305
8717,8717,0.31,Ideal,H,VS2,61.6,56.0,4.32,4.34,2.67,628
55,55,0.7,Very Good,G,VS2,63.0,56.0,5.66,5.69,3.58,2530
638,638,0.73,Ideal,E,SI1,61.7,57.0,5.83,5.77,3.58,2578
302,302,1.51,Premium,H,SI1,62.7,58.0,7.3,7.26,4.57,13299
5811,5811,1.2,Ideal,H,I1,61.3,55.0,6.83,6.87,4.2,3678
1276,1276,0.32,Ideal,F,VS2,61.9,55.0,4.42,4.4,2.73,828
4432,4432,0.82,Ideal,H,SI1,61.6,56.0,6.03,6.01,3.72,2949
3644,3644,1.01,Fair,E,SI2,65.5,61.0,6.3,6.25,4.11,3959
4143,4143,1.0,Premium,E,SI2,61.0,58.0,6.47,6.44,3.94,4149
2878,2878,0.31,Ideal,G,VVS2,62.1,55.0,4.32,4.35,2.69,907
6493,6493,0.52,Premium,D,VS2,62.0,58.0,5.15,5.11,3.18,1835
5240,5240,0.31,Ideal,F,IF,62.1,54.0,4.41,4.38,2.73,840
9455,9455,0.71,Very Good,D,VS2,61.4,56.0,5.75,5.79,3.54,3025
6937,6937,1.04,Ideal,I,SI1,61.9,56.0,6.47,6.51,4.02,4466
7240,7240,2.11,Very Good,I,SI2,60.9,60.0,8.21,8.28,5.02,13948
2593,2593,0.7,Ideal,H,VVS2,62.2,57.0,5.69,5.7,3.54,3057
2393,2393,0.33,Ideal,D,VS2,61.8,54.0,4.47,4.5,2.77,781
523,523,0.32,Good,E,SI1,63.8,55.0,4.34,4.37,2.77,646
6376,6376,0.55,Premium,E,SI1,60.9,61.0,5.29,5.26,3.21,1668
6981,6981,0.67,Premium,G,SI1,59.4,59.0,5.71,5.66,3.38,1636
6677,6677,0.59,Ideal,F,VVS2,61.7,56.0,5.35,5.38,3.31,2322
3900,3900,0.33,Ideal,D,VS2,62.3,56.0,4.47,4.44,2.77,833
9635,9635,0.27,Ideal,I,VVS2,61.6,57.0,4.15,4.17,2.55,527
5585,5585,1.13,Ideal,F,SI2,61.3,57.0,6.67,6.72,4.11,5407
9361,9361,0.29,Ideal,H,VS2,62.3,55.0,4.22,4.24,2.64,491
7956,7956,0.33,Premium,I,VS2,62.7,58.0,4.38,4.34,2.73,521
7570,7570,0.9,Very Good,H,VS1,60.3,58.0,6.24,6.3,3.77,4293
6777,6777,0.3,Ideal,H,SI1,61.7,56.0,4.32,4.35,2.67,421
671,671,1.05,Ideal,H,SI1,60.8,56.0,6.55,6.57,3.99,4880
4188,4188,0.53,Ideal,E,VS2,61.7,55.0,5.21,5.24,3.21,1629
666,666,1.01,Good,G,SI1,63.9,58.0,6.35,6.38,4.06,4989
3266,3266,1.51,Ideal,G,VS2,62.0,55.0,7.36,7.39,4.56,12992
1887,1887,0.59,Ideal,G,VS2,62.5,55.0,5.37,5.34,3.35,1808
8472,8472,1.6,Good,D,SI2,61.9,60.0,7.43,7.47,4.58,8572
9091,9091,0.41,Good,E,VS2,63.8,57.0,4.73,4.7,3.01,1024
7687,7687,0.36,Ideal,F,VVS2,61.2,56.0,4.61,4.57,2.82,897
6031,6031,0.91,Premium,E,SI1,61.9,59.0,6.18,6.11,3.8,3963
6090,6090,0.51,Ideal,F,VS1,62.0,55.0,5.13,5.16,3.19,1712
6238,6238,0.31,Ideal,G,VS2,62.5,54.0,4.38,4.35,2.73,698
7350,7350,0.31,Ideal,F,SI1,62.1,55.0,4.34,4.37,2.7,555
7830,7830,0.91,Ideal,E,SI1,61.1,57.0,6.23,6.26,3.81,4439
760,760,0.9,Ideal,E,SI1,62.6,57.0,6.12,6.16,3.85,3342
6254,6254,1.7,Good,F,SI1,60.8,61.0,7.74,7.83,4.73,15247
1906,1906,1.05,Premium,F,SI1,62.4,59.0,6.55,6.47,4.06,5186
3818,3818,0.36,Ideal,E,VVS1,61.0,56.0,4.63,4.65,2.82,1068
6269,6269,1.0,Good,G,SI1,58.2,64.0,6.56,6.52,3.81,4259
4300,4300,1.02,Premium,I,SI2,62.3,59.0,6.4,6.44,4.0,3913
5569,5569,1.11,Premium,H,VS2,62.2,57.0,6.62,6.56,4.1,5285
7941,7941,1.21,Premium,E,SI1,60.7,58.0,6.95,6.89,4.19,7399
4164,4164,0.72,Premium,F,VS2,60.7,58.0,5.8,5.74,3.5,2840
5971,5971,0.3,Premium,G,VS2,61.6,58.0,4.26,4.29,2.63,526
3579,3579,0.32,Good,D,SI1,63.7,55.0,4.35,4.38,2.78,589
2832,2832,1.0,Premium,D,SI1,59.8,62.0,6.56,6.52,3.9,5264
5449,5449,2.03,Ideal,J,SI1,61.2,57.0,8.2,8.16,5.0,14451
3472,3472,1.5,Very Good,F,VVS2,62.2,59.0,7.25,7.3,4.52,17103
6327,6327,0.41,Ideal,F,VS1,61.6,55.0,4.8,4.83,2.96,1007
137,137,0.91,Good,G,SI1,63.8,56.0,6.12,6.08,3.89,3594
7043,7043,1.7,Premium,G,VS2,62.0,58.0,7.62,7.59,4.73,16400
4892,4892,0.27,Premium,E,VVS2,61.2,58.0,4.16,4.18,2.56,612
2180,2180,1.0,Premium,G,VS1,60.0,59.0,6.47,6.44,3.86,6300
7730,7730,1.01,Very Good,E,VS2,63.2,58.0,6.4,6.38,4.03,6930
3177,3177,0.31,Premium,H,VS2,61.4,59.0,4.37,4.35,2.68,515
4854,4854,1.01,Good,G,SI1,63.4,59.0,6.34,6.38,4.02,5164
4637,4637,0.9,Very Good,H,VS1,62.7,54.0,6.12,6.1,3.84,4385
5115,5115,1.07,Ideal,F,VS1,62.1,55.0,6.54,6.61,4.08,7955
7648,7648,1.27,Ideal,G,VS2,60.9,57.0,6.99,6.94,4.24,9177
4261,4261,0.3,Ideal,I,VS2,62.5,57.0,4.28,4.25,2.67,558
1331,1331,2.01,Very Good,I,SI1,63.5,59.0,7.89,7.98,5.07,14220
7002,7002,0.55,Ideal,E,SI2,62.4,57.0,5.2,5.22,3.25,1299
6941,6941,0.73,Premium,H,VS2,61.5,58.0,5.83,5.77,3.57,2382
8017,8017,0.33,Ideal,G,VS1,62.4,56.0,4.38,4.4,2.74,666
6241,6241,0.3,Ideal,F,IF,62.5,54.0,4.33,4.31,2.7,918
9988,9988,0.23,Premium,F,VS1,58.1,60.0,4.1,4.17,2.39,386
6881,6881,2.02,Premium,I,VS2,59.8,58.0,8.31,8.26,4.94,12844
4530,4530,0.79,Ideal,F,VS2,61.6,56.0,5.88,5.92,3.65,3471
4673,4673,0.51,Ideal,D,VVS2,62.0,53.0,5.12,5.13,3.18,2093
6996,6996,0.3,Ideal,G,SI1,61.9,55.0,4.36,4.34,2.69,552
1252,1252,0.52,Ideal,D,SI1,61.8,57.0,5.12,5.16,3.18,1600
3374,3374,0.31,Ideal,F,SI1,62.2,54.0,4.34,4.36,2.7,516
2814,2814,0.54,Very Good,E,VS2,61.2,58.0,5.24,5.21,3.2,1637
4719,4719,1.5,Very Good,I,VS2,63.0,56.0,7.25,7.3,4.58,9257
6544,6544,0.7,Good,F,VS1,63.9,56.0,5.63,5.66,3.6,2753
4858,4858,2.01,Premium,G,SI1,61.7,58.0,8.09,7.98,4.98,14224
7901,7901,0.75,Premium,F,SI1,60.3,60.0,5.89,5.93,3.55,2314
8580,8580,1.01,Very Good,I,VS1,63.5,57.0,6.29,6.36,4.02,4064
8427,8427,0.72,Ideal,F,VS2,61.8,55.0,5.75,5.77,3.56,3057
1077,1077,0.41,Ideal,I,VVS2,60.6,56.0,4.82,4.83,2.93,839
4363,4363,1.0,Very Good,E,SI2,61.1,60.0,6.48,6.46,3.95,4256
770,770,0.51,Ideal,F,SI1,61.9,57.0,5.1,5.13,3.16,1342
8865,8865,1.53,Ideal,G,VS2,61.0,55.0,7.47,7.49,4.57,16942
249,249,0.72,Premium,E,VS2,62.0,59.0,5.72,5.76,3.56,2874
7239,7239,0.54,Ideal,E,VS2,61.1,57.0,5.3,5.26,3.22,1781
3419,3419,1.12,Ideal,E,VS2,61.7,56.0,6.66,6.7,4.13,9586
4976,4976,1.1,Premium,I,SI1,61.3,60.0,6.59,6.64,4.06,4366
4544,4544,1.57,Ideal,H,VS1,62.4,53.8,7.41,7.45,4.63,12737
5565,5565,0.41,Ideal,F,VVS2,61.0,55.0,4.84,4.81,2.95,1227
7939,7939,0.43,Ideal,D,SI2,61.7,56.0,4.84,4.84,2.99,957
716,716,0.31,Ideal,G,VS1,61.9,54.0,4.35,4.38,2.7,646
9653,9653,1.02,Premium,D,VS1,62.5,58.0,6.41,6.44,4.02,8258
2048,2048,0.31,Ideal,E,VS1,61.4,57.0,4.32,4.37,2.67,724
5997,5997,2.05,Ideal,E,SI2,62.5,56.0,8.13,8.1,5.06,18398
6600,6600,0.71,Very Good,F,VS1,60.7,58.0,5.8,5.83,3.53,2841
7245,7245,0.7,Ideal,E,VS1,62.1,55.0,5.65,5.69,3.52,3449
4178,4178,1.24,Premium,F,SI2,59.4,58.0,7.08,7.01,4.16,4816
4809,4809,0.75,Ideal,I,VS2,61.9,57.0,5.84,5.86,3.62,2782
9483,9483,0.7,Ideal,F,SI1,61.9,56.0,5.69,5.72,3.53,2781
7140,7140,0.71,Ideal,F,VS2,62.7,58.0,5.63,5.68,3.54,2818
7190,7190,2.01,Good,H,SI1,60.2,62.0,8.07,8.15,4.87,16239
1460,1460,1.2,Premium,H,SI2,62.0,61.0,6.79,6.73,4.19,4704
5989,5989,0.38,Ideal,F,VVS1,61.7,55.0,4.68,4.72,2.9,1096
2000,2000,0.23,Very Good,E,VVS1,61.9,57.0,3.94,3.97,2.44,525
8175,8175,1.01,Good,F,SI1,64.0,58.0,6.29,6.37,4.04,4662
404,404,1.02,Ideal,G,VS2,62.1,57.0,6.37,6.42,3.97,6418
384,384,1.65,Very Good,G,VS2,61.9,58.0,7.55,7.61,4.7,15312
9449,9449,1.29,Ideal,I,SI2,62.6,57.0,6.91,6.94,4.34,5584
9488,9488,1.09,Premium,D,SI1,59.9,61.0,6.71,6.74,4.02,5619
1633,1633,1.39,Ideal,D,VS2,61.5,56.0,7.21,7.25,4.46,12012
9556,9556,0.5,Very Good,E,SI1,62.7,57.0,5.04,5.07,3.17,1351
4784,4784,1.2,Ideal,E,SI1,62.6,56.0,6.8,6.77,4.24,6534
9457,9457,0.5,Very Good,D,VS1,62.8,55.0,5.07,5.11,3.2,1804
6970,6970,0.3,Ideal,F,IF,62.3,56.0,4.29,4.31,2.68,886
3925,3925,1.07,Ideal,D,SI1,62.2,57.0,6.59,6.56,4.09,5842
4158,4158,1.04,Premium,G,SI1,62.2,58.0,6.49,6.45,4.03,4477
7449,7449,0.31,Ideal,E,VS2,61.3,55.0,4.37,4.39,2.69,680
8415,8415,0.33,Premium,G,VVS2,60.9,61.0,4.47,4.42,2.7,754
2193,2193,0.33,Very Good,I,SI2,62.5,56.0,4.39,4.42,2.75,450
1015,1015,0.4,Very Good,G,VS1,62.7,60.0,4.66,4.72,2.94,774
5124,5124,0.32,Ideal,D,SI1,61.2,54.0,4.44,4.48,2.73,672
7418,7418,0.42,Ideal,I,VS1,61.9,55.0,4.81,4.85,2.99,736
7409,7409,1.08,Premium,H,VS2,61.7,62.0,6.61,6.55,4.06,4477
8989,8989,0.3,Good,G,VS1,63.5,55.0,4.25,4.28,2.71,605
2871,2871,2.01,Premium,J,VS2,61.8,58.0,8.06,8.12,5.01,15475
9,9,0.3,Good,J,VS1,63.6,57.0,4.26,4.28,2.72,421
1838,1838,0.41,Ideal,G,SI1,61.4,56.0,4.82,4.8,2.95,990
4804,4804,0.73,Very Good,I,VVS2,62.1,60.0,5.75,5.82,3.6,2419
255,255,0.33,Ideal,G,VVS2,61.8,56.0,4.41,4.44,2.74,766
7026,7026,0.41,Ideal,F,VVS1,62.2,56.0,4.78,4.75,2.97,1833
5713,5713,1.6,Very Good,G,SI1,61.3,57.0,7.43,7.5,4.57,11255
3324,3324,0.51,Very Good,G,VS2,62.8,55.0,5.09,5.11,3.21,1415
7714,7714,1.05,Very Good,H,SI2,62.8,59.0,6.47,6.49,4.06,4210
1581,1581,0.24,Very Good,F,VS2,61.8,59.0,3.95,3.99,2.46,369
924,924,0.3,Ideal,G,IF,62.1,56.0,4.32,4.34,2.69,863
2779,2779,0.31,Ideal,E,VVS2,62.1,57.0,4.32,4.34,2.69,766
7891,7891,0.31,Premium,G,VS1,60.2,58.0,4.41,4.36,2.64,802
6132,6132,0.53,Premium,H,SI1,62.1,55.0,5.24,5.21,3.24,1253
5320,5320,0.53,Ideal,E,VS2,61.6,56.0,5.21,5.23,3.22,1715
7312,7312,1.03,Ideal,G,SI2,61.5,57.0,6.56,6.49,4.01,4371
7102,7102,0.5,Ideal,G,VS2,62.0,54.0,5.09,5.12,3.17,1230
6042,6042,0.32,Ideal,E,VS1,62.5,56.0,4.38,4.35,2.73,824
3775,3775,1.5,Premium,H,VS2,62.1,60.0,7.3,7.25,4.52,10572
4835,4835,0.51,Very Good,E,VS1,59.6,63.0,5.23,5.2,3.11,1922
4964,4964,0.31,Ideal,G,IF,61.4,54.0,4.37,4.39,2.69,891
539,539,0.35,Premium,F,VS2,62.4,58.0,4.52,4.47,2.81,906
7483,7483,0.3,Ideal,H,VVS1,61.8,57.0,4.28,4.3,2.66,552
2745,2745,1.01,Good,G,VS1,64.0,59.0,6.24,6.27,4.01,6397
3719,3719,0.3,Ideal,D,VS2,62.4,56.0,4.25,4.3,2.67,536
6819,6819,0.73,Ideal,F,SI1,61.2,57.0,5.77,5.88,3.57,2441
9337,9337,1.51,Ideal,F,SI1,61.6,57.0,7.37,7.34,4.53,11595
4468,4468,0.42,Premium,F,VS2,62.9,59.0,4.77,4.74,3.0,1088
667,667,0.53,Ideal,E,VS2,62.0,56.0,5.23,5.17,3.23,2041
7575,7575,0.42,Ideal,G,VVS1,62.0,56.0,4.85,4.79,2.99,1230
8549,8549,0.36,Ideal,G,SI1,60.6,56.0,4.58,4.62,2.78,537
5063,5063,0.5,Ideal,E,SI2,62.9,56.0,5.07,5.03,3.18,1232
1353,1353,0.3,Premium,I,SI1,61.4,58.0,4.31,4.36,2.66,450
7114,7114,0.3,Very Good,H,VVS2,62.8,56.0,4.24,4.27,2.67,486
9774,9774,1.02,Premium,H,VS1,62.3,57.0,6.45,6.38,4.0,5943
8662,8662,0.3,Ideal,E,VS2,61.2,55.0,4.32,4.34,2.65,658
2703,2703,1.01,Premium,E,SI1,60.6,60.0,6.42,6.46,3.91,5666
3330,3330,0.3,Ideal,F,VVS1,60.8,58.0,4.33,4.35,2.64,814
8053,8053,2.14,Premium,I,VS2,60.0,59.0,8.44,8.4,5.06,17224
3584,3584,0.72,Premium,D,SI1,62.8,59.0,5.66,5.7,3.57,2732
9442,9442,0.59,Ideal,G,VS1,61.2,55.0,5.4,5.43,3.31,1816
5645,5645,0.41,Ideal,F,VS1,61.9,56.0,4.79,4.82,2.97,1180
3376,3376,1.2,Ideal,G,VS2,61.8,56.0,6.79,6.83,4.22,9290
1256,1256,0.7,Very Good,I,SI1,63.5,57.0,5.67,5.63,3.59,1889
6190,6190,1.3,Ideal,G,SI1,62.5,56.0,7.03,6.97,4.38,7372
5348,5348,1.0,Premium,F,SI1,60.1,62.0,6.47,6.44,3.88,4864
4175,4175,0.56,Ideal,E,VS2,61.9,55.0,5.26,5.27,3.26,1689
4910,4910,1.34,Premium,H,VVS2,61.6,59.0,7.02,7.06,4.33,10211
1852,1852,0.32,Premium,G,IF,62.1,60.0,4.41,4.35,2.72,956
6316,6316,1.0,Good,F,SI2,63.9,57.0,6.38,6.34,4.05,3615
9855,9855,1.54,Very Good,H,SI2,59.2,56.0,7.54,7.49,4.44,9667
2105,2105,0.36,Ideal,F,VS2,61.3,55.0,4.58,4.62,2.82,957
133,133,1.29,Very Good,D,SI1,59.3,59.0,7.18,7.12,4.23,8077
5029,5029,1.52,Ideal,G,VS1,62.2,56.4,7.38,7.34,4.58,13654
928,928,0.43,Good,F,VS1,60.1,61.5,4.88,4.93,2.95,1193
823,823,1.01,Very Good,E,SI1,62.9,58.0,6.35,6.44,4.02,5418
7576,7576,1.17,Premium,H,SI1,60.4,61.0,6.8,6.74,4.09,5671
1531,1531,1.22,Premium,H,VS1,61.0,59.0,6.91,6.87,4.2,7223
1214,1214,2.09,Ideal,G,SI1,60.8,58.0,8.28,8.24,5.04,18029
504,504,1.03,Ideal,H,SI1,60.6,57.0,6.51,6.55,3.95,4485
6530,6530,1.02,Ideal,G,SI1,60.0,57.0,6.55,6.57,3.93,5135
3072,3072,0.33,Ideal,D,VS1,61.3,56.0,4.47,4.45,2.74,792
9086,9086,1.0,Very Good,D,SI2,63.4,58.0,6.34,6.37,4.03,4743
8647,8647,0.81,Very Good,F,SI1,62.4,57.0,5.91,5.95,3.69,2994
6619,6619,1.23,Ideal,J,SI1,61.2,56.0,6.88,6.92,4.23,5199
9273,9273,1.05,Ideal,E,SI2,61.6,55.0,6.58,6.55,4.04,4355
3709,3709,1.19,Ideal,H,SI1,61.8,57.0,6.78,6.81,4.21,5646
4849,4849,1.21,Ideal,G,SI2,62.8,57.0,6.79,6.75,4.24,5491
4748,4748,0.71,Ideal,I,VS2,62.6,54.0,5.68,5.72,3.57,2367
4268,4268,1.5,Very Good,J,SI1,60.9,60.0,7.3,7.37,4.48,7879
9879,9879,0.54,Ideal,D,VS2,60.8,56.0,5.28,5.31,3.21,1822
8905,8905,0.36,Ideal,H,SI1,62.2,54.0,4.52,4.56,2.83,538
4186,4186,0.32,Ideal,E,VVS2,61.9,56.0,4.43,4.41,2.74,842
5301,5301,1.12,Ideal,F,SI1,62.5,57.0,6.6,6.66,4.14,6271
2923,2923,0.9,Ideal,E,SI1,62.7,56.0,6.14,6.19,3.87,4159
6588,6588,1.15,Premium,G,SI2,62.5,58.0,6.73,6.63,4.18,4375
1810,1810,1.54,Ideal,H,SI1,61.3,57.0,7.45,7.42,4.56,10821
3486,3486,1.01,Premium,F,SI2,62.5,60.0,6.41,6.34,3.98,3977
7419,7419,0.34,Very Good,H,VS2,62.8,56.0,4.45,4.48,2.8,537
3141,3141,0.42,Ideal,D,VVS2,62.0,55.0,4.82,4.83,2.99,1132
9347,9347,1.54,Ideal,G,VS2,62.2,56.0,7.33,7.37,4.58,11934
1324,1324,0.54,Ideal,E,SI1,60.9,57.0,5.32,5.28,3.22,1548
4312,4312,1.0,Good,F,VS2,60.0,61.0,6.42,6.45,3.88,5652
7494,7494,0.55,Ideal,F,VS2,61.9,56.0,5.27,5.25,3.25,1754
8702,8702,1.2,Very Good,G,VS2,62.9,57.0,6.64,6.74,4.21,9596
8691,8691,1.26,Premium,F,SI1,61.4,58.0,6.99,6.97,4.29,7441
9504,9504,1.05,Ideal,I,SI2,61.9,56.0,6.5,6.54,4.04,4132
5541,5541,1.14,Ideal,G,SI2,62.4,56.0,6.69,6.66,4.17,4737
6172,6172,0.72,Ideal,I,VS2,61.7,56.0,5.77,5.73,3.55,2426
1540,1540,1.11,Premium,H,SI2,63.0,56.0,6.68,6.62,4.18,4284
9409,9409,1.02,Premium,F,SI2,61.9,60.0,6.49,6.43,3.99,5236
2681,2681,1.54,Ideal,J,SI1,62.5,56.0,7.36,7.39,4.61,8010
9883,9883,1.2,Ideal,I,SI2,61.5,62.0,6.81,6.84,4.2,5226
6313,6313,0.72,Ideal,E,VS2,62.0,56.0,5.75,5.77,3.58,2822
1191,1191,1.27,Premium,H,SI2,61.5,60.0,6.95,6.88,4.26,4732
5293,5293,0.6,Very Good,G,VS2,60.4,63.0,5.42,5.48,3.29,1694
1542,1542,1.05,Premium,F,SI2,62.5,60.0,6.45,6.43,4.03,4586
7056,7056,0.51,Good,I,SI1,63.6,56.0,5.06,5.05,3.22,1056
2539,2539,1.02,Premium,I,SI1,63.0,59.0,6.42,6.4,4.05,4229
953,953,1.07,Ideal,H,SI2,60.6,56.0,6.64,6.7,4.04,4698
7241,7241,0.52,Ideal,E,VS2,60.9,57.0,5.17,5.21,3.16,1694
6731,6731,1.58,Premium,H,VS2,60.2,60.0,7.59,7.53,4.58,11435
4846,4846,0.31,Premium,G,VVS2,61.8,59.0,4.35,4.38,2.7,687
6801,6801,1.51,Premium,H,VS2,62.4,58.0,7.34,7.32,4.57,10424
8010,8010,0.25,Very Good,F,VVS1,59.5,59.0,4.06,4.1,2.44,568
4330,4330,1.07,Ideal,G,SI2,61.0,57.0,6.63,6.65,4.05,4861
